folder,filename,stt_transcription,llm_response,timestamp,tts_file_path,reference_text,wer_score,cer_score
A,2337_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,"Ahlan! To prepare your *waraq* (documents), follow this: 1. **Passport**: Valid min. 6 months. *Jawaz safar* must be ready. 2. **Visa**: Process your *Tashirah* (Visa Umrah) via agent or app. 3. **Vaccine**: Get the *Tat'im* certificate (especially Meningitis). 4. **Photos**: Latest photos with white background. 5. **Booking**: Keep your *Hajz* (flight & hotel) confirmation. Double check everything so your *Safar* is smooth. *Barakallahu feek!*",2026-05-20T21:26:16.811147,data/results_tts/res_2337_audio14.wav,How to prepare dokumen umrah dari Indonesia dengan benar,0.0,0.0
A,2337_audio18.wav,I feel overwhelmed dengan persiapan umroh. Ada tip sederhana,"*La tahzan*, it's normal! *Bismillah*, try these simple steps: 1. **Make a checklist** untuk dokumen & packing biar nggak *cluttered*. 2. **Focus on the niat** first, simplify your heart. 3. **Tawakkul**, let Allah guide your journey. *You got this, InsyaAllah!* 🕋✨",2026-05-20T21:26:37.045188,data/results_tts/res_2337_audio18.wav,"I feel overwhelmed dengan persiapan umrah, ada tips sederhana?",0.3333,0.0645
A,2338_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule.","Bisa banget! Please share the exact date and preferred airline. InshaAllah, I'll help you check availability. Jazakallah khair!",2026-05-20T21:26:54.806036,data/results_tts/res_2338_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.0909,0.0156
A,2338_audio02.wav,Aku butuh travel umrah simple tapi inkut mandina visit,"Ahlan! I can help. Cari simple package yang include Ziarah Madinah, ya? Budget-nya range berapa? InshaAllah, we'll find the best one!",2026-05-20T21:27:14.347193,data/results_tts/res_2338_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.2222,0.1071
A,2338_audio03.wav,Can you help aku arrange transport dari Jodah ke Madina tomorrow?,"*Of course, ya akhi/ukhti!* I can help you. Mau *private car* or *Haramain High Speed Railway*? *Tafaddal*, let me know your preference!",2026-05-20T21:27:34.046457,data/results_tts/res_2338_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.0606
A,2338_audio04.wav,Explain step by step cara apply visa Saudi dengan benar.,"*Bismillah*, here is the short guide: 1. **Prepare Docs**: Passport (valid min. 6 months) & digital photo. *Tayyib*. 2. **Choose Visa Type**: eVisa (online for eligible countries) or Umrah Visa via travel agent. *Ahlan*. 3. **Apply Online**: Go to the official portal, fill in your personal details carefully. *Bismillah*. 4. **Payment**: Pay the visa fee online via credit card/payment gateway. *Alhamdulillah*. 5. **Approval**: Wait for the notification via email. *Insya Allah* fast!",2026-05-20T21:27:57.565424,data/results_tts/res_2338_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.0182
A,2338_audio05.wav,"Ya akhirnya, Uridu Book Flight Ila Jirdah al-Uzbu Al-Kodim hal bisa bantu Ajira Afdwal schedule Warih Watan Mubashiro",Akid! I can help you find the *afdhal* schedule for *Tairan Mubashir* (direct flight) to Jeddah next week. *Min aina* departure city-nya and *ayyou yawm* the date?,2026-05-20T21:28:25.065670,data/results_tts/res_2338_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.5,0.1724
A,2338_audio06.wav,Uri du arrange transport Minjik Dah Yula Madina Hogan,"Na'am, siap! I'll arrange your transport to Madinah. Tunggu ya, InshaAllah processed quickly! ✨",2026-05-20T21:28:46.421911,data/results_tts/res_2338_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.875,0.2075
A,2338_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,"Assalamu'alaikum! Now it's *much easier*, ya. Ada beberapa *options*: 1. **Umrah Visa**: Via *travel agent* (paket lengkap). 2. **Tourist Visa (e-Visa)**: *Apply online* for fast process. 3. **Personal Visit Visa**: Via *undangan* (invitation) from Saudi citizens. *Alhamdulillah*, prosesnya *fast and simple*. Don't forget to check the **Nusuk App** for your *permit*. *Barakallahu feek!*",2026-05-20T21:29:09.345943,data/results_tts/res_2338_audio12.wav,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,0.1111,0.0159
A,2338_audio13.wav,Jelaskan step by step cara booking flight kejada secara online.,"Tentu, *ya akhi/ukhti*! Ini step-by-step booking flight ke Jeddah: 1. **Pick your platform:** Buka flight booking app/web (e.g., Saudi Airlines, Traveloka, or Skyscanner). 2. **Input route:** Set origin $\rightarrow$ JED (Jeddah). Pilih tanggal berangkat & pulang, *insyaAllah*. 3. **Select flight:** Pilih flight yang paling *suitable* sesuai budget & schedule. 4. **Passenger details:** Fill in data. Pastikan name matches your passport, *ya*. 5. **Payment:** Proceed to payment. *Bismillah*, bayar via transfer/credit card. 6. **E-ticket:** Check your email for the ticket. *Alhamdulillah*, done! ✈️🕋",2026-05-20T21:29:35.437694,data/results_tts/res_2338_audio13.wav,Jelaskan step by step cara booking flight ke Jeddah secara online,0.2727,0.0769
A,2338_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,"Here is your Umrah checklist, *ya*. Make sure nothing is left behind, *InshaAllah* smooth everything! 🕋✨ **1. Mandatory Documents (Wajib!):** *   Passport & Visa. *   Vaccination certificate. *   Tiket pesawat & hotel voucher. **2. Clothing & Apparel:** *   Kain Ihram (for men) & Gamis/Hijab (for women). *   Underwear & socks. *   Comfortable walking shoes/sandals. *   Jaket/sweater (if it's cold). **3. Toiletries & Health:** *   Obat pribadi & vitamins. *   Unscented soap/deodorant (for Ihram state). *   Sunscreen & lip balm. *   Hand sanitizer & masks. **4. Spiritual Kit:** *   Small Al-Quran & Buku Doa. *   Sajadah travel. *   Tasbih. **5. Electronics & Finance:** *   Universal adapter & Powerbank. *   Cash Saudi Riyal & Debit Card. *   Roaming data/Local SIM card. *Barakallahu fiik!* Safe flight and *Umrah Maqbula*! 🤲✈️",2026-05-20T21:30:13.477587,data/results_tts/res_2338_audio15.wav,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,0.2222,0.0455
A,2338_audio17.wav,"Menurut kamu, belajar bahasa Arab itu susah ga untuk pemula?","Gak kok, it's just a bit challenging at first. Tapi kalau *shwayya shwayya* (pelan-pelan), pasti bisa! Just start with basic *mufradat* (vocabulary). Semangat!",2026-05-20T21:30:33.205679,data/results_tts/res_2338_audio17.wav,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,0.3,0.0508
A,2341_audio01(1).wav,Aku mau book flight ke jada minggu depan bisa bantu schedule?,"InshaAllah, can do! Please share your preferred date & time ya, biar I help you schedule flight-nya. Syukran!",2026-05-20T21:30:49.569182,data/results_tts/res_2341_audio01(1).wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.1818,0.0625
A,2341_audio01.wav,Aku mau book flight ke jada minggu depan bisa bantu schedule?,"Bisa, *sure*! *InshaAllah* aku bantu *arrange schedule* flight ke Jeddah. *Please share* tanggal pastinya ya!",2026-05-20T21:31:06.915819,data/results_tts/res_2341_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.1818,0.0625
A,2341_audio02(1).wav,aku butuh travel umrah simpel tapi inkot madina fisip,"Siap! I can help you find a *simple package* tapi hotelnya *close to the Masjid* in Madina. *InshaAllah* bakal nyaman.  Mau *budget* berapa, *ya akhi/ukhti*?",2026-05-20T21:31:26.156518,data/results_tts/res_2341_audio02(1).wav,Aku butuh travel umrah simple tapi include Madinah visit,0.4444,0.1786
A,2341_audio02.wav,aku butuh travel umrah simpel tapi inkot madina fisip,"Siap! I'll find you a *simple package* yang *city center* Madinah, *inshaAllah* nyaman. Budget-nya berapa, *ya akhi/ukhti*?",2026-05-20T21:31:50.750113,data/results_tts/res_2341_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.4444,0.1786
A,2341_audio03(1).wav,Can you help aku orange transport dari Jodah ke Madina tomorrow?,"Na'am, can do! I'll help arrange transport Jeddah-Madinah tomorrow. InshaAllah, send me your details ya. Tayyib?",2026-05-20T21:32:23.631392,data/results_tts/res_2341_audio03(1).wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.3636,0.0909
A,2341_audio03.wav,Can you help aku orange transport dari Jodah ke Madina tomorrow?,"Ahlan! Na'am, I can help arrange transport-nya. InshaAllah, please send me detail jumlah person & budget-nya ya!",2026-05-20T21:32:43.672840,data/results_tts/res_2341_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.3636,0.0909
A,2341_audio04(1).wav,Explain step by step cara menggunakan visa saudi dengan benar,"Ahlan! Here is the step-by-step guide: 1. **Tahaqqaq (Check):** Make sure your visa details (name & passport number) are correct. 2. **Preparation:** Print your e-visa or save the digital copy together with your *jawaza* (passport). 3. **Immigration:** At the Saudi airport, just show your passport to the officer. *Sahl* (easy), they will scan it. 4. **Compliance:** Watch the *mudda* (duration) of stay. Don't overstay to avoid penalty. Safe travels, *fi amanillah!* 🕋✈️",2026-05-20T21:33:24.645437,data/results_tts/res_2341_audio04(1).wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.2
A,2341_audio04.wav,Explain step by step cara melakukan visa saudi dengan benar,"Berikut *step-by-step* apply visa Saudi:  1. **Prepare Docs**: Pastikan passport valid min. 6 months & siapkan *white background photo*. *Tayyib*. 2. **Choose Visa**: Pilih *visa type* (Tourist e-Visa or Umrah Visa via agent). *Ikhtar* yang sesuai needs kamu. 3. **Online Application**: Fill in the form di official portal. Be careful, jangan sampai *khata'* (salah) input data. 4. **Payment**: Pay the *visa fee* via credit card/online payment. *Tamam*. 5. **Approval**: Wait for the *processing*. Once approved, download your e-visa. *Alhamdulillah*, you're ready to go!",2026-05-20T21:33:36.804015,data/results_tts/res_2341_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.1,0.1455
A,2341_audio05(1).wav,"Ya, akhirnya, sudah dua buku flight ilah jodah al-Ushbu Angka Dimm, hal bisa bantu Ajeda Abdul sekujul bari halatan Mubashirwa.","Mabruk! Flight already booked ya. I can help you arrange everything, mulai dari visa sampai hotel. Ana fi khidmatik! What do you need next?",2026-05-20T21:34:00.566113,data/results_tts/res_2341_audio05(1).wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.8889,0.3534
A,2341_audio05.wav,"Ya, akhirnya, sudah dua buku flight ilah jodah al-Ushbu Angka Dimm, hal bisa bantu Ajeda Abdul sekujul bari halatan Mubashirwah.","Alhamdulillah, mabrook for your flight booking! ✈️ Sure, ana bisa bantu you create an itinerary yang detailed. Please share your travel dates ya!",2026-05-20T21:34:23.144231,data/results_tts/res_2341_audio05.wav,"Ya akhi, uridu book flight ila Jeddah al-usbu'al qadim. Hal bisa bantu ajida afdhal schedule wa rihlatan mubashirah?",0.8889,0.3448
A,2341_audio06(1).wav,Uridu Orange Transport mencedah ilama dinah ladan,Keep it simple! Here's the checklist:  1. **Passport**: Valid min. 6 months. *Jawaza as-safar* must be ready! 🛂 2. **Visa**: Process via agency or online. *Ta'shirah* is mandatory. 📄 3. **Health**: Vaccination certificate (Meningitis). Keep your *Shihhah*! 💉 4. **Photos**: Pas foto background putih. Prepare your *Suwar*! 📸  Make sure everything is *complete* biar lancar. *Fi amanillah!* ✈️🕋,2026-05-20T21:34:30.618286,data/results_tts/res_2341_audio06(1).wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.1887
A,2341_audio06.wav,Uridu Orange Transport mencedah ilama dinah ladan,"Na'am, you want Orange Transport in Madinah ya? I can help you. Tafaddal, share detail-nya!",2026-05-20T21:34:59.324241,data/results_tts/res_2341_audio06.wav,Uridu arrange transport min Jeddah ila Madinah ghadan,0.75,0.1887
A,2341_audio07(1).wav,"Book flight kejadian lalu lanjut ke Madina, schedule terbaik kapan?","Ahlan! Best schedule: land in Jeddah early morning, then take Haramain High Speed Railway to Madinah. Biar fresh and efficient, InshaAllah!",2026-05-20T21:35:17.628883,data/results_tts/res_2341_audio07(1).wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.3636,0.0882
A,2341_audio07.wav,"Book flight kejadian lalu lanjut ke Madina, schedule terbaik kapan?","Ahlan! Best schedule itu landing Jeddah *early morning*, then proceed to Madinah via Haramain High Speed Railway. Biar gak capek and more efficient. *Fi amanillah!*",2026-05-20T21:35:39.185325,data/results_tts/res_2341_audio07.wav,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan",0.3636,0.0882
A,2341_audio08(1).wav,bagaimana proses visa Saudi untuk kemerah dari Indonesia sekarang?,"Sekarang options-nya more flexible. Bisa via **Umrah Visa** (lewat travel agent/PPIU), **Tourist e-Visa** via Nusuk app (if eligible), atau **Stopover Visa** via Saudia. Process-nya faster and easier, InshaAllah. Barakallahu fik!",2026-05-20T21:36:06.991130,data/results_tts/res_2341_audio08(1).wav,Uridu schedule trip dari Jeddah ke Makkah besok pagi,1.0,0.9615
A,2341_audio08.wav,bagaimana proses visa Saudi untuk kemerah dari Indonesia sekarang?,"Ahlan! Now it's very easy. Bisa apply Tourist Visa (e-Visa) online or use Umrah Visa via travel agent. Process-nya fast, bi'idhnillah. Just prepare your passport & photo. Syukran!",2026-05-20T21:36:29.520484,data/results_tts/res_2341_audio08.wav,Uridu schedule trip dari Jeddah ke Makkah besok pagi,1.0,0.9615
A,2341_audio09(1).wav,hal terprepar dokumen umrah dari Indonesia dengan benar,"Biar *smooth*, prepare these *awrak* (documents): 1. **Passport**: Valid min 6 months. *Jawaz*-nya jangan expired. 2. **Visa Umrah**: Apply via agency. Pastikan *tasrih* clear. 3. **Health Certificate**: Vaksin Meningitis. *Al-Sihhah* priority! 4. **Photos**: 4x6, white background. 5. **Booking**: Flight & Hotel vouchers. Double check everything, *bi-idhnillah* lancar! 🕋✨",2026-05-20T21:37:00.197061,data/results_tts/res_2341_audio09(1).wav,Mumkin book transport dari Makkah ke Madinah untuk besok?,1.0,0.8246
A,2341_audio09.wav,hal terprepar dokumen umrah dari Indonesia dengan benar,"Bismillah, here's the checklist biar lancar:  1. **Paspor:** Validity must be min. 6 months. 2. **Visa Umrah:** Process via travel agent or app. 3. **Buku Kuning:** Meningitis vaccine certificate (wajib!). 4. **Photos:** Background putih, size 4x6. 5. **Supporting Docs:** KTP, KK, & booking confirmation (flight/hotel).  Keep everything organized in one folder. Barakallahu feek!",2026-05-20T21:37:13.037981,data/results_tts/res_2341_audio09.wav,Mumkin book transport dari Makkah ke Madinah untuk besok?,1.0,0.8246
A,2341_audio10(1).wav,"Menurut kamu, belajar bahasa Arab itu susah enggak untuk pemula.","Enggak kok, *bi-idznillah* it's not that hard. Just need *istiqomah* and focus on basic phrases for Umrah. *Sahl* banget kalau niatnya *lillah*!",2026-05-20T21:37:35.761818,data/results_tts/res_2341_audio10(1).wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,1.1111,0.8889
A,2341_audio10.wav,"Menurut kamu, belajar bahasa Arab itu susah enggak untuk pemula.","Not really, it depends on your passion. Awalnya mungkin tricky, tapi *bi-idznillah* pasti bisa. Just take it *shwayy shwayy* (slowly) and enjoy the process. Semangat!",2026-05-20T21:38:01.931341,data/results_tts/res_2341_audio10.wav,Apa perbedaan umrah dan hajj secara detail dalam Islam,1.1111,0.8889
A,2342_audio01.wav,Aku mau buka flight kecedah minggu depan bisa bantu schedule,"Bisa banget, *ya akhi/ukhti*! *I can help you with the flight schedule*. Mau berangkat dari mana and *tanggal berapa* exactly? *Tafaddal*!",2026-05-20T21:38:11.958669,data/results_tts/res_2342_audio01.wav,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",0.4545,0.125
A,2342_audio02.wav,Aku butuh travel umroh simpel tapi inkrut Medina Visit,"Ahlan! I can help you find a *simple package* yang sudah include *Ziyarah Madinah*. InsyaAllah, we have a budget-friendly option. Mau *schedule* kapan, ya?",2026-05-20T21:38:20.673173,data/results_tts/res_2342_audio02.wav,Aku butuh travel umrah simple tapi include Madinah visit,0.4444,0.1607
A,2342_audio03.wav,Can you help aku reach transport dari Jeddah ke Madina tomorrow?,"Na'am, can do! InshaAllah. You can take Haramain Train or private taxi. Mana yang you prefer?",2026-05-20T21:38:51.257488,data/results_tts/res_2342_audio03.wav,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,0.2727,0.1061
A,2342_audio04.wav,Explan step by step cara apply visa Saudi dengan benar.,"*Ahlan wa Sahlan!* Here is the short guide to apply your visa: 1. **Choose your visa type.** Mau *Visa Turis* (e-Visa) for fast process atau *Visa Umrah* via travel agent. *Ikhtar an-naw'* (pilih jenisnya). 2. **Prepare documents.** Siapkan passport (valid min 6 months) & digital photo. Make sure *al-awraq* (dokumen) are clear. 3. **Apply online.** Go to the official portal (e.g., visa.visitsaudi.com). Fill in your data, *taqdim* (submit) carefully. 4. **Pay the fee.** Selesaikan *ad-dafa'* (payment) via credit card or available methods. 5. **Check email.** Once approved, download your e-visa. *Mabrook!* You're ready to go. ✈️🕋",2026-05-20T21:39:24.216225,data/results_tts/res_2342_audio04.wav,Explain step by step cara apply visa Saudi dengan benar,0.2,0.0364
